"country","goal_number","analysis_prompt"
St. Vincent and the Grenadines,"5","The UNSDG goal for St. Vincent and the Grenadines has an index of 69 in 2024 and this has changed by 1.0 percent from the previous year. The years with the largest improvement of 10.0 percent are in the years: 2003.
Trends in the SDG indicators used to compute the index: 
Demand for family planning satisfied by modern methods (% of females aged 15 to 49): 69.0000, Change from previous year in percent: 0.0000
Ratio of female-to-male mean years of education received (%): 100.0000, Change from previous year in percent: 0.0000
Ratio of female-to-male labor force participation rate (%): 67.0000, Change from previous year in percent: 0.0000
Seats held by women in national parliament (%): 42.0000, Change from previous year in percent: 7.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Gender Equality is projected to be 73 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal5_projection: 70 
year: 2026, goal5_projection: 72 
year: 2027, goal5_projection: 72 
year: 2028, goal5_projection: 72 
year: 2029, goal5_projection: 74 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Gender gap in primary, secondary and tertiary education** 
 with short desc: Share of boys or girls within the relevant age group who are enrolled in [primary](#dod:primary-education), [lower secondary](#dod:lower-secondary-education), [upper secondary](#dod:upper-secondary-education), and [tertiary](#dod:tertiary-education) education. 
 Cite as Multiple sources compiled by World Bank (2024); Lee and Lee (2016); UNESCO Institute for Statistics (2025) with url https://ourworldindata.org/grapher/gender-gap-education-levels?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"6","The UNSDG goal for St. Vincent and the Grenadines has an index of 77 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 1.0 percent are in the years: 2001, 2003, 2005, 2007, 2009, 2011, 2013.
Trends in the SDG indicators used to compute the index: 
Population using at least basic drinking water services (%): 96.0000, Change from previous year in percent: 0.0000
Population using at least basic sanitation services (%): 89.0000, Change from previous year in percent: 0.0000
Freshwater withdrawal (% of available freshwater resources): 100.0000, Change from previous year in percent: 0.0000
Anthropogenic wastewater that receives treatment (%): 25.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Clean Water and Sanitation is projected to be 80 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal6_projection: 79 
year: 2026, goal6_projection: 79 
year: 2027, goal6_projection: 79 
year: 2028, goal6_projection: 80 
year: 2029, goal6_projection: 80 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Drinking water services usage in rural areas** 
 with short desc: Rural population using the five different levels of drinking water services: [safely managed](#dod:water-safely-managed); [basic](#dod:water-basic), [limited](#dod:water-limited), [unimproved](#dod:water-unimproved) and [surface water](#dod:water-surface-water). 
 Cite as WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP) (2024) with url https://ourworldindata.org/grapher/drinking-water-services-coverage-rural?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Share of the population with access to basic services** 
 with short desc:
 Cite as Data compiled from multiple sources by World Bank; World Health Organization (via World Bank); WHO/UNICEF Joint Monitoring Programme (JMP), via World Bank (2025) with url https://ourworldindata.org/grapher/access-to-basic-services?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **People using at least a basic drinking water source** 
 with short desc: Basic drinking water services are defined as an improved drinking water source, provided collection time is not more than 30 minutes for a roundtrip including queuing. 
 Cite as WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP) (2024) with url https://ourworldindata.org/grapher/people-with-access-to-at-least-basic-drinking-water?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"7","The UNSDG goal for St. Vincent and the Grenadines has an index of 66 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 2.0 percent are in the years: 2010.
Trends in the SDG indicators used to compute the index: 
Population with access to electricity (%): 100.0000, Change from previous year in percent: 0.0000
Population with access to clean fuels and technology for cooking (%): 90.0000, Change from previous year in percent: 0.0000
CO₂ emissions from fuel combustion per total electricity output (MtCO₂/TWh): 73.0000, Change from previous year in percent: 0.0000
Renewable energy share in total final energy consumption (%): 0.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Affordable and Clean Energy is projected to be 67 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal7_projection: 66 
year: 2026, goal7_projection: 67 
year: 2027, goal7_projection: 67 
year: 2028, goal7_projection: 67 
year: 2029, goal7_projection: 67 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Share of electricity generation from fossil fuels, renewables and nuclear** 
 with short desc: Measured as a percentage of total electricity produced in the country or region. Fossil fuels include coal, oil, and gas. Renewables include solar, wind, hydropower, bioenergy, geothermal, wave, and tidal. 
 Cite as Ember (2025); Energy Institute - Statistical Review of World Energy (2025) with url https://ourworldindata.org/grapher/electricity-fossil-renewables-nuclear-line?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"9","The UNSDG goal for St. Vincent and the Grenadines has an index of 35 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 7.0 percent are in the years: 2014.
Trends in the SDG indicators used to compute the index: 
Rural population with access to all-season roads (%): 93.0000, Change from previous year in percent: 0.0000
Population using the internet (%): 75.0000, Change from previous year in percent: 0.0000
Mobile broadband subscriptions (per 100 population): 62.0000, Change from previous year in percent: 0.0000
The Times Higher Education Universities Ranking: Average score of top 3 universities (worst 0-100 best): 0.0000, Change from previous year in percent: 0.0000
Articles published in academic journals (per 1,000 population): 11.0000, Change from previous year in percent: 0.0000
Expenditure on research and development (% of GDP): 3.0000, Change from previous year in percent: 0.0000
Total patent applications by applicant's origin (per million population): 2.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Industries,Innovation, and Infrastructure is projected to be 44 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal9_projection: 39 
year: 2026, goal9_projection: 40 
year: 2027, goal9_projection: 41 
year: 2028, goal9_projection: 42 
year: 2029, goal9_projection: 43 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Landline Internet subscriptions per 100 people** 
 with short desc: Subscriptions to fixed access to the public Internet with a download speed of at least 256 kbit/s. 
 Cite as International Telecommunication Union (ITU), via World Bank (2025) with url https://ourworldindata.org/grapher/broadband-penetration-by-country?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Adoption of communication technologies per 100 people** 
 with short desc:
 Cite as International Telecommunication Union (ITU), via World Bank (2025) with url https://ourworldindata.org/grapher/ict-adoption-per-100-people?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"11","The UNSDG goal for St. Vincent and the Grenadines has an index of 96 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 2.0 percent are in the years: 2008, 2011.
Trends in the SDG indicators used to compute the index: 
Annual mean concentration of PM2.5 (μg/m³): 94.0000, Change from previous year in percent: 0.0000
Access to improved water source, piped (% of urban population): 98.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Sustainable Cities and Communities is projected to be 97 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal11_projection: 96 
year: 2026, goal11_projection: 97 
year: 2027, goal11_projection: 97 
year: 2028, goal11_projection: 97 
year: 2029, goal11_projection: 97 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Share of people living in urban areas** 
 with short desc: The urban area is the share of people living in[cities](#dod:cities-degurba) and [towns](#dod:towns-degurba), as estimated by the European Commission using satellite imagery and census data. This differs from UN figures, which rely on national urban definitions. 
 Cite as European Commission, Joint Research Centre (JRC) (2024) with url https://ourworldindata.org/grapher/urban-share-european-commission?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Share of the population with access to basic services** 
 with short desc:
 Cite as Data compiled from multiple sources by World Bank; World Health Organization (via World Bank); WHO/UNICEF Joint Monitoring Programme (JMP), via World Bank (2025) with url https://ourworldindata.org/grapher/access-to-basic-services?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"12","The UNSDG goal for St. Vincent and the Grenadines has an index of 74 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 0.0 percent are in the years: 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024.
Trends in the SDG indicators used to compute the index: 
Municipal solid waste (kg/capita/day): 80.0000, Change from previous year in percent: 0.0000
Electronic waste that is not recollected (kg/capita): 55.0000, Change from previous year in percent: 0.0000
Exports of plastic waste (kg/capita): 88.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Responsible Consumption and Production is projected to be 74 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal12_projection: 74 
year: 2026, goal12_projection: 74 
year: 2027, goal12_projection: 74 
year: 2028, goal12_projection: 74 
year: 2029, goal12_projection: 74 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Coal consumption and sulphur dioxide emissions** 
 with short desc: Sulphur dioxide (SO₂) is an air pollutant formed from the burning of fuels that contain sulphur, such as coal. Countries can reduce SO₂ emissions by burning less coal, or installing desulphurization technologies which remove sulphur from the smokestack. 
 Cite as Community Emissions Data System (CEDS) 2024; Energy Institute (2024) with url https://ourworldindata.org/grapher/sulphur-dioxide-and-coal?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Treatment of hazardous waste** 
 with short desc: The amount of hazardous waste sent to landfill, recycling, incineration, or another type of waste management. 
 Cite as United Nations Environment Programme, United Nations Statistics Division and the United Nations Institute for Training and Research with url https://ourworldindata.org/grapher/treatment-of-hazardous-waste?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **Annual CO₂ emissions** 
 with short desc: Carbon dioxide (CO₂) emissions from [fossil fuels and industry](#dod:fossilemissions). Land-use change is not included. 
 Cite as Global Carbon Budget (2024) with url https://ourworldindata.org/grapher/annual-co2-emissions-per-country?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"13","The UNSDG goal for St. Vincent and the Grenadines has an index of 94 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 1.0 percent are in the years: 2010, 2015, 2017, 2019, 2022.
Trends in the SDG indicators used to compute the index: 
CO₂ emissions from fossil fuel combustion and cement production (tCO2/capita): 89.0000, Change from previous year in percent: 0.0000
CO₂ emissions embodied in fossil fuel exports (tonnes/capita): 100.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Climate Action is projected to be 93 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal13_projection: 93 
year: 2026, goal13_projection: 93 
year: 2027, goal13_projection: 93 
year: 2028, goal13_projection: 93 
year: 2029, goal13_projection: 93 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Share of global CO₂ emissions** 
 with short desc: Carbon dioxide (CO₂) emissions from [fossil fuels and industry](#dod:fossilemissions). Land-use change is not included. 
 Cite as Global Carbon Budget (2024) with url https://ourworldindata.org/grapher/annual-share-of-co2-emissions?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **emissions of air pollutants** 
 with short desc: Air pollutants are gases that can lead to negative impacts on human health and ecosystems. Most are produced from energy, industry, and agriculture. 
 Cite as Hoesly et al. (2024) - Community Emissions Data System (CEDS) with url https://ourworldindata.org/grapher/change-air-pollutant-emissions?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **Global warming: Contributions to the change in global mean surface temperature** 
 with short desc: This is shown as a country or region's share of the global mean surface temperature change as a result of its cumulative emissions of three gases – carbon dioxide, methane, and nitrous oxide. 
 Cite as Jones et al. (2024) with url https://ourworldindata.org/grapher/contributions-global-temp-change?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"14","The UNSDG goal for St. Vincent and the Grenadines has an index of 68 in 2024 and this has changed by 1.0 percent from the previous year. The years with the largest improvement of 13.0 percent are in the years: 2005.
Trends in the SDG indicators used to compute the index: 
Mean area that is protected in marine sites important to biodiversity (%) : 26.0000, Change from previous year in percent: 0.0000
Ocean Health Index: Clean Waters score (worst 0-100 best): 69.0000, Change from previous year in percent: 6.0000
Fish caught by trawling or dredging (%): 80.0000, Change from previous year in percent: 0.0000
Fish caught that are then discarded (%): 98.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Life Below Water is projected to be 43 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal14_projection: 46 
year: 2026, goal14_projection: 45 
year: 2027, goal14_projection: 44 
year: 2028, goal14_projection: 43 
year: 2029, goal14_projection: 44 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Aquaculture production** 
 with short desc: Aquaculture is the farming of aquatic organisms including fish, molluscs, crustaceans and aquatic plants. Aquaculture production specifically refers to output from aquaculture activities, which are designated for final harvest for consumption. 
 Cite as Food and Agriculture Organization of the United Nations, via World Bank (2025) with url https://ourworldindata.org/grapher/aquaculture-farmed-fish-production?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Industrial water as a share of total water withdrawals** 
 with short desc: Industrial water withdrawals as a percentage of total water withdrawals (which is the sum of water used for agriculture, industry, and municipal purposes). 
 Cite as Food and Agriculture Organization of the United Nations, OECD, and World Bank (2025) with url https://ourworldindata.org/grapher/industrial-water-as-a-share-of-total-water-withdrawals?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **Number of fishes caught from the wild** 
 with short desc: This data does not include unrecorded fish capture, such as fish caught illegally and those caught as bycatch and discards. Data at the country level is based on the average tonnage of annual catch from 2000 to 2019, and estimated mean weights for fish species. 
 Cite as Mood and Brooke (2024) with url https://ourworldindata.org/grapher/wild-caught-fish?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"15","The UNSDG goal for St. Vincent and the Grenadines has an index of 59 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 0.0 percent are in the years: 2001, 2002, 2003, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2024.
Trends in the SDG indicators used to compute the index: 
Mean area that is protected in terrestrial sites important to biodiversity (%): 46.0000, Change from previous year in percent: 0.0000
Red List Index of species survival (worst 0-1 best) : 36.0000, Change from previous year in percent: 0.0000
Permanent deforestation (% of forest area, 3-year average): 97.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Life on Land is projected to be 59 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal15_projection: 59 
year: 2026, goal15_projection: 59 
year: 2027, goal15_projection: 59 
year: 2028, goal15_projection: 59 
year: 2029, goal15_projection: 59 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Agricultural land use per person** 
 with short desc: This dataset is showing estimates of the total agricultural land area – which is the combination of cropland and grazing land – per person. It is measured in hectares per person. 
 Cite as HYDE (2023) with url https://ourworldindata.org/grapher/total-agricultural-land-use-per-person?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Area of permanent meadows and pastures** 
 with short desc: This is the land used for livestock grazing. The total land use for livestock farming is higher as it additionally requires cropland used to grow animal feed. 
 Cite as Food and Agriculture Organization of the United Nations (2024) with url https://ourworldindata.org/grapher/area-of-permanent-meadows-and-pastures?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **Land used for agriculture** 
 with short desc: Agricultural land use is the sum of croplands and pasture – land used for grazing livestock. It is measured in hectares. 
 Cite as Taylor & Rising (2021) with url https://ourworldindata.org/grapher/land-use-agriculture-longterm?v=1&csvType=full&useColumnShortNames=true

"
St. Vincent and the Grenadines,"16","The UNSDG goal for St. Vincent and the Grenadines has an index of 51 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 8.0 percent are in the years: 2008.
Trends in the SDG indicators used to compute the index: 
Homicides (per 100,000 population): 0.0000, Change from previous year in percent: 0.0000
Crime is effectively controlled (worst 0 - 1 best): 63.0000, Change from previous year in percent: 0.0000
Unsentenced detainees (% of prison population): 19.0000, Change from previous year in percent: 0.0000
Corruption Perceptions Index (worst 0-100 best): 66.0000, Change from previous year in percent: 4.0000
Exports of major conventional weapons (TIV constant million USD per 100,000 population): 100.0000, Change from previous year in percent: 0.0000
Access to and affordability of justice (worst 0–1 best): 83.0000, Change from previous year in percent: 0.0000
Timeliness of administrative proceedings (worst 0 - 1 best): 45.0000, Change from previous year in percent: 0.0000
Expropriations are lawful and adequately compensated (worst 0 - 1 best): 33.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Peace, Justice, and Strong Instiutions is projected to be 54 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal16_projection: 54 
year: 2026, goal16_projection: 54 
year: 2027, goal16_projection: 54 
year: 2028, goal16_projection: 54 
year: 2029, goal16_projection: 54 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Deaths in armed conflicts** 
 with short desc: Included are deaths of combatants and civilians due to fighting in [armed conflicts](#dod:armed-conflict-ucdp) that were ongoing that year. 
 Cite as Uppsala Conflict Data Program (2025); geoBoundaries (2023) with url https://ourworldindata.org/grapher/deaths-in-armed-conflicts?v=1&csvType=full&useColumnShortNames=true

"
Sudan,"1","The UNSDG goal for Sudan has an index of 27 in 2024 and this has changed by -7.0 percent from the previous year. The years with the largest improvement of 7.0 percent are in the years: 2014.
Trends in the SDG indicators used to compute the index: 
Poverty headcount ratio at $2.15/day (%): 54.0000, Change from previous year in percent: -10.0000
Poverty headcount ratio at $3.65/day (%): 0.0000, Change from previous year in percent: -4.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of End poverty in all its forms everywhere is projected to be 6 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal1_projection: 13 
year: 2026, goal1_projection: 16 
year: 2027, goal1_projection: 2 
year: 2028, goal1_projection: 15 
year: 2029, goal1_projection: 1 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Share in poverty relative to different poverty lines** 
 with short desc: This data is adjusted for inflation and for differences in living costs between countries. 
 Cite as World Bank Poverty and Inequality Platform (2025) with url https://ourworldindata.org/grapher/share-in-poverty-relative-to-different-poverty-thresholds?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Intensity of multidimensional poverty** 
 with short desc: Multidimensional poverty is defined as being deprived in a range of health, education and living standards indicators. The intensity is the share of indicators in which people in multidimensional poverty are deprived on average. 
 Cite as Alkire, Kanagaratnam and Suppa (2024) - The Global Multidimensional Poverty Index (MPI) 2024 with url https://ourworldindata.org/grapher/intensity-of-multidimensional-poverty-hot?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **Consumer price index** 
 with short desc: The CPI shows the average price level of goods and services purchased by consumers. This is expressed relative to a base year – in this case 2010. For example, a CPI of 120 means that prices were 20% higher than in 2010. 
 Cite as International Monetary Fund, via World Bank (2025) with url https://ourworldindata.org/grapher/consumer-price-index?v=1&csvType=full&useColumnShortNames=true

"
Sudan,"2","The UNSDG goal for Sudan has an index of 25 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 1.0 percent are in the years: 2013, 2016.
Trends in the SDG indicators used to compute the index: 
Prevalence of undernourishment (%): 78.0000, Change from previous year in percent: 0.0000
Prevalence of stunting in children under 5 years of age (%): 5.0000, Change from previous year in percent: 0.0000
Prevalence of wasting in children under 5 years of age (%): 0.0000, Change from previous year in percent: 0.0000
Minimum dietary diversity among children aged 6-23 months (%): 20.0000, Change from previous year in percent: 0.0000
Prevalence of obesity, BMI ≥ 30 (% of adult population): 56.0000, Change from previous year in percent: 0.0000
Human Trophic Level (best 2-3 worst): 25.0000, Change from previous year in percent: 0.0000
Cereal yield (tonnes per hectare of harvested land): 8.0000, Change from previous year in percent: 0.0000
Sustainable Nitrogen Management Index (best 0-1.41 worst): 7.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Zero Hunger is projected to be 23 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal2_projection: 24 
year: 2026, goal2_projection: 24 
year: 2027, goal2_projection: 23 
year: 2028, goal2_projection: 23 
year: 2029, goal2_projection: 23 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Share of people who are undernourished** 
 with short desc:
 Cite as Food and Agriculture Organization of the United Nations (2025) with url https://ourworldindata.org/grapher/prevalence-of-undernourishment?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Daily protein supply from animal and plant-based foods** 
 with short desc: Daily per capita protein supply is measured in grams per person per day. Protein of animal origin includes protein from all meat commodities, eggs and dairy products, and fish & seafood. 
 Cite as Food and Agriculture Organization of the United Nations (2024) with url https://ourworldindata.org/grapher/daily-protein-supply-from-animal-and-plant-based-foods?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **Share of children who have anemia** 
 with short desc: Share of children under the age of five with anemia. Anemia is a condition that develops when your blood lacks enough healthy red blood cells or hemoglobin. 
 Cite as World Health Organization, via World Bank (2025) with url https://ourworldindata.org/grapher/prevalence-of-anemia-in-children?v=1&csvType=full&useColumnShortNames=true

4. Chart Title: **Share of women of reproductive age who have anemia** 
 with short desc: Share of women of reproductive age (aged 15-49) with anemia. Anemia is a condition that develops when your blood lacks enough healthy red blood cells or hemoglobin. 
 Cite as World Health Organization, via World Bank (2025) with url https://ourworldindata.org/grapher/prevalence-of-anemia-in-women-of-reproductive-age-aged-15-29?v=1&csvType=full&useColumnShortNames=true

5. Chart Title: **Daily supply of calories per person** 
 with short desc: Measured in kilocalories per person per day. This indicates the calories that are available for consumption, but does not necessarily measure the number of calories actually consumed, since it doesn't factor in consumer waste. 
 Cite as Food and Agriculture Organization of the United Nations (2024) and other sources with url https://ourworldindata.org/grapher/daily-per-capita-caloric-supply?v=1&csvType=full&useColumnShortNames=true

"
Sudan,"3","The UNSDG goal for Sudan has an index of 51 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 4.0 percent are in the years: 2006, 2010.
Trends in the SDG indicators used to compute the index: 
Maternal mortality ratio (per 100,000 live births) : 69.0000, Change from previous year in percent: 0.0000
Neonatal mortality rate (per 1,000 live births): 39.0000, Change from previous year in percent: 0.0000
Mortality rate, under-5 (per 1,000 live births): 63.0000, Change from previous year in percent: 0.0000
Incidence of tuberculosis (per 100,000 population): 91.0000, Change from previous year in percent: 0.0000
New HIV infections (per 1,000 uninfected population, all ages): 98.0000, Change from previous year in percent: 0.0000
Age-standardized death rate due to cardiovascular disease, cancer, diabetes, or chronic respiratory disease in adults aged 30 to 70 years (%): 45.0000, Change from previous year in percent: 0.0000
Age-standardized death rate attributable to household air pollution and ambient air pollution (per 100,000 population): 61.0000, Change from previous year in percent: 0.0000
Traffic deaths (per 100,000 population): 46.0000, Change from previous year in percent: 0.0000
Life expectancy at birth (years): 43.0000, Change from previous year in percent: 0.0000
Adolescent fertility rate (births per 1,000 females aged 15 to 19): 38.0000, Change from previous year in percent: 0.0000
Births attended by skilled health personnel (%): 71.0000, Change from previous year in percent: 0.0000
Surviving infants who received 2 WHO-recommended vaccines (%): 17.0000, Change from previous year in percent: 0.0000
Universal health coverage (UHC) index of service coverage (worst 0-100 best): 9.0000, Change from previous year in percent: 0.0000
Subjective well-being (average ladder score, worst 0-10 best): 20.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Good Health and Well-Being is projected to be 61 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal3_projection: 57 
year: 2026, goal3_projection: 58 
year: 2027, goal3_projection: 59 
year: 2028, goal3_projection: 60 
year: 2029, goal3_projection: 60 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Life expectancy** 
 with short desc:
 Cite as Riley (2005); Zijdeman et al. (2015); HMD (2024); UN WPP (2024) with url https://ourworldindata.org/grapher/life-expectancy?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Child mortality rate** 
 with short desc: Estimated share of newborns who die before reaching the age of five. 
 Cite as Gapminder (2015); UN Inter-agency Group for Child Mortality Estimation (2025) with url https://ourworldindata.org/grapher/child-mortality?v=1&csvType=full&useColumnShortNames=true

3. Chart Title: **Maternal mortality ratio** 
 with short desc: Estimated number of women who die from [maternal conditions](#dod:maternal-mortality) per 100,000 live births. 
 Cite as UN MMEIG (2023) with url https://ourworldindata.org/grapher/maternal-mortality-slope-chart?v=1&csvType=full&useColumnShortNames=true

4. Chart Title: **Vaccination coverage** 
 with short desc: Share of one-year-olds who have been immunized against a disease or a pathogen. 
 Cite as WHO & UNICEF (2025); UN, World Population Prospects (2024) with url https://ourworldindata.org/grapher/global-vaccination-coverage?v=1&csvType=full&useColumnShortNames=true

"
Sudan,"4","The UNSDG goal for Sudan has an index of 26 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 6.0 percent are in the years: 2018.
Trends in the SDG indicators used to compute the index: 
Participation rate in pre-primary organized learning (% of children aged 4 to 6): 5.0000, Change from previous year in percent: 0.0000
Net primary enrollment rate (%): 5.0000, Change from previous year in percent: 0.0000
Lower secondary completion rate (%): 44.0000, Change from previous year in percent: 0.0000
Literacy rate (% of population aged 15 to 24): 51.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Quality Education is projected to be 18 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal4_projection: 20 
year: 2026, goal4_projection: 20 
year: 2027, goal4_projection: 19 
year: 2028, goal4_projection: 19 
year: 2029, goal4_projection: 19 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Share of children in primary school age who are in school** 
 with short desc: Share of children of who are enrolled in [primary](#dod:primary-education) education amongst the total population of children of official primary school age. 
 Cite as UNESCO Institute for Statistics (2025); Lee and Lee (2016) with url https://ourworldindata.org/grapher/primary-enrollment-selected-countries?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Literacy rate of young men and women** 
 with short desc: Share of male and female population aged 15-24 who can both read and write a short, simple statement about their everyday life. 
 Cite as UNESCO Institute for Statistics (UIS), via World Bank (2025) with url https://ourworldindata.org/grapher/literacy-rate-of-young-men-and-women-line?v=1&csvType=full&useColumnShortNames=true

"
Sudan,"5","The UNSDG goal for Sudan has an index of 34 in 2024 and this has changed by 0.0 percent from the previous year. The years with the largest improvement of 5.0 percent are in the years: 2011.
Trends in the SDG indicators used to compute the index: 
Demand for family planning satisfied by modern methods (% of females aged 15 to 49): 9.0000, Change from previous year in percent: 1.0000
Ratio of female-to-male mean years of education received (%): 70.0000, Change from previous year in percent: 0.0000
Ratio of female-to-male labor force participation rate (%): 2.0000, Change from previous year in percent: 0.0000
Seats held by women in national parliament (%): 54.0000, Change from previous year in percent: 0.0000
Projecting out from the present 2025 to 2030 the UN SDG goal of Gender Equality is projected to be 41 in 2030, the trend leading up from the years 2025 to 2030: 
year: 2025, goal5_projection: 37 
year: 2026, goal5_projection: 38 
year: 2027, goal5_projection: 38 
year: 2028, goal5_projection: 39 
year: 2029, goal5_projection: 40 

Charts that contribute the most significant features to the projection:
1. Chart Title: **Gender gap in primary, secondary and tertiary education** 
 with short desc: Share of boys or girls within the relevant age group who are enrolled in [primary](#dod:primary-education), [lower secondary](#dod:lower-secondary-education), [upper secondary](#dod:upper-secondary-education), and [tertiary](#dod:tertiary-education) education. 
 Cite as Multiple sources compiled by World Bank (2024); Lee and Lee (2016); UNESCO Institute for Statistics (2025) with url https://ourworldindata.org/grapher/gender-gap-education-levels?v=1&csvType=full&useColumnShortNames=true

2. Chart Title: **Key features of women's political empowerment** 
 with short desc: The [indices](#dod:key-indices-women-political-empowerment) are by [V-Dem](#dod:v-dem), based on expert estimates, and range from 0 to 1 (most empowered). 
 Cite as V-Dem (2025) with url https://ourworldindata.org/grapher/key-features-of-womens-political-empowerment?v=1&csvType=full&useColumnShortNames=true

"
